 0  0  4.554295E-04
 0  1  4.535753E-04
 0  2  4.515542E-04
 0  3  4.477628E-04
 0  4  4.381769E-04
 0  5  4.199228E-04
 0  6  3.988109E-04
 0  7  3.831214E-04
 0  8  3.747736E-04
 0  9  3.726394E-04
 0 10  3.758292E-04
 0 11  3.836185E-04
 0 12  3.939995E-04
 0 13  4.038854E-04
 0 14  4.113734E-04
 0 15  4.163223E-04
 0 16  4.193537E-04
 0 17  4.211250E-04
 0 18  4.221121E-04
 0 19  4.226087E-04
 0 20  4.227698E-04
 1  0  4.581698E-04
 1  1  4.575273E-04
 1  2  4.574376E-04
 1  3  4.587340E-04
 1  4  4.612357E-04
 1  5  4.625678E-04
 1  6  4.601206E-04
 1  7  4.569972E-04
 1  8  4.578250E-04
 1  9  4.631063E-04
 1 10  4.729328E-04
 1 11  4.886040E-04
 1 12  5.108334E-04
 1 13  5.367842E-04
 1 14  5.606694E-04
 1 15  5.786590E-04
 1 16  5.905439E-04
 1 17  5.977961E-04
 1 18  6.019638E-04
 1 19  6.041529E-04
 1 20  6.050058E-04
 2  0  4.592604E-04
 2  1  4.596783E-04
 2  2  4.612472E-04
 2  3  4.658744E-04
 2  4  4.765384E-04
 2  5  4.964247E-04
 2  6  5.269264E-04
 2  7  5.655756E-04
 2  8  6.083178E-04
 2  9  6.506787E-04
 2 10  6.897562E-04
 2 11  7.283995E-04
 2 12  7.727688E-04
 2 13  8.265678E-04
 2 14  8.852329E-04
 2 15  9.378749E-04
 2 16  9.772186E-04
 2 17  1.003082E-03
 2 18  1.018643E-03
 2 19  1.027163E-03
 2 20  1.030852E-03
 3  0  4.594829E-04
 3  1  4.602767E-04
 3  2  4.626160E-04
 3  3  4.693008E-04
 3  4  4.860968E-04
 3  5  5.221922E-04
 3  6  5.895229E-04
 3  7  6.980214E-04
 3  8  8.422568E-04
 3  9  9.973041E-04
 3 10  1.137712E-03
 3 11  1.254946E-03
 3 12  1.358901E-03
 3 13  1.466141E-03
 3 14  1.585961E-03
 3 15  1.709939E-03
 3 16  1.818019E-03
 3 17  1.897525E-03
 3 18  1.948898E-03
 3 19  1.978491E-03
 3 20  1.992332E-03
 4  0  4.594988E-04
 4  1  4.602802E-04
 4  2  4.625796E-04
 4  3  4.693370E-04
 4  4  4.883751E-04
 4  5  5.361441E-04
 4  6  6.393532E-04
 4  7  8.328770E-04
 4  8  1.144605E-03
 4  9  1.551273E-03
 4 10  1.969771E-03
 4 11  2.330214E-03
 4 12  2.618687E-03
 4 13  2.863306E-03
 4 14  3.102060E-03
 4 15  3.353580E-03
 4 16  3.600920E-03
 4 17  3.808689E-03
 4 18  3.957023E-03
 4 19  4.048508E-03
 4 20  4.094349E-03
 5  0  4.604558E-04
 5  1  4.604549E-04
 5  2  4.623680E-04
 5  3  4.682662E-04
 5  4  4.856722E-04
 5  5  5.350335E-04
 5  6  6.609208E-04
 5  7  9.374280E-04
 5  8  1.457798E-03
 5  9  2.281849E-03
 5 10  3.314087E-03
 5 11  4.322095E-03
 5 12  5.152584E-03
 5 13  5.797927E-03
 5 14  6.331037E-03
 5 15  6.831780E-03
 5 16  7.332187E-03
 5 17  7.797636E-03
 5 18  8.169322E-03
 5 19  8.419347E-03
 5 20  8.553896E-03
 6  0  4.638640E-04
 6  1  4.621231E-04
 6  2  4.628979E-04
 6  3  4.678756E-04
 6  4  4.827503E-04
 6  5  5.263369E-04
 6  6  6.505748E-04
 6  7  9.720372E-04
 6  8  1.688004E-03
 6  9  3.032769E-03
 6 10  5.101113E-03
 6 11  7.554888E-03
 6 12  9.815746E-03
 6 13  1.160076E-02
 6 14  1.295381E-02
 6 15  1.404962E-02
 6 16  1.504425E-02
 6 17  1.598444E-02
 6 18  1.680184E-02
 6 19  1.740456E-02
 6 20  1.775438E-02
 7  0  4.688434E-04
 7  1  4.661149E-04
 7  2  4.653017E-04
 7  3  4.690168E-04
 7  4  4.823540E-04
 7  5  5.201027E-04
 7  6  6.288124E-04
 7  7  9.384974E-04
 7  8  1.746629E-03
 7  9  3.558990E-03
 7 10  6.926034E-03
 7 11  1.189114E-02
 7 12  1.740652E-02
 7 13  2.218688E-02
 7 14  2.581129E-02
 7 15  2.849785E-02
 7 16  3.063234E-02
 7 17  3.249633E-02
 7 18  3.414198E-02
 7 19  3.543992E-02
 7 20  3.624769E-02
 8  0  4.727568E-04
 8  1  4.708848E-04
 8  2  4.695732E-04
 8  3  4.720834E-04
 8  4  4.845046E-04
 8  5  5.202923E-04
 8  6  6.168944E-04
 8  7  8.889415E-04
 8  8  1.658955E-03
 8  9  3.671481E-03
 8 10  8.174873E-03
 8 11  1.634961E-02
 8 12  2.773517E-02
 8 13  3.946464E-02
 8 14  4.902556E-02
 8 15  5.600665E-02
 8 16  6.107055E-02
 8 17  6.499652E-02
 8 18  6.824396E-02
 8 19  7.083118E-02
 8 20  7.251033E-02
 9  0  4.743644E-04
 9  1  4.739887E-04
 9  2  4.738144E-04
 9  3  4.762369E-04
 9  4  4.880474E-04
 9  5  5.241887E-04
 9  6  6.193899E-04
 9  7  8.678864E-04
 9  8  1.551905E-03
 9  9  3.466292E-03
 9 10  8.441486E-03
